Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,baseline_price,competitor_price,Driver_to_Rider_Ratio,Rider_Driver_Ratio,Inventory_Health_Index,Cost_per_Min,Loyalty_Score,Supply_Tightness,Vehicle_Factor,Peak,p_complete,price
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,243.93730652889337,256.134171855338,0.28124999707031256,3.5555554238683174,0.27835051546391754,4.279601793847221,0.2099999979,3.5555554238683174,1.5,1,0.28124999707031256,496.00585179023534
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,331.19305388667465,347.7527065810084,0.5344827494054699,1.8709676815816876,0.5254237288135594,3.8963888234151276,0.3199999968,1.8709676815816876,1.5,1,0.5344827494054699,589.7373058579585
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,595.2312211886215,624.9927822480525,0.5844155768257717,1.7111110730864207,0.5769230769230769,3.9419285910377013,0.8799999912000002,1.7111110730864207,1.0,0,0.5844155768257717,697.0818945508819
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,465.962681649944,489.2608157324412,0.7849462281188578,1.2739725852880468,0.776595744680851,4.395874313717639,0.7799999922,1.2739725852880468,1.5,1,0.7849462281188578,787.9875748033155
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,104.75201005936664,109.98961056233497,0.24999999431818196,3.9999996363636696,0.24444444444444444,5.819555791100602,0.5599999944,3.9999996363636696,1.5,0,0.24999999431818196,219.97921541092444
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,784.0551260339382,823.2578823356351,0.4999999750000012,1.99999980000002,0.47619047619047616,4.66699477004133,0.5399999946,1.99999980000002,1.5,0,0.4999999750000012,1411.2992033394373
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,382.9299378688001,402.0764347622401,0.5714285632653062,1.7499999562500013,0.5633802816901409,2.9456148840245016,0.0899999991,1.7499999562500013,1.0,1,0.5714285632653062,449.9426753205217
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,319.2967130915861,335.26154874616543,0.2857142789115648,3.499999708333358,0.27906976744186046,2.5959082154120154,0.9199999908000002,3.499999708333358,1.0,0,0.2857142789115648,431.0505533608213
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,640.1373391067773,672.1442060621162,0.37931034046769724,2.6363635564738317,0.375,4.476484857554492,0.5299999947,2.6363635564738317,1.0,1,0.37931034046769724,808.9008143027011
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,243.4933853851045,255.66805465435974,0.6142857055102042,1.6279069388858853,0.6056338028169014,4.271813703741944,0.4699999953000001,1.6279069388858853,1.0,0,0.6142857055102042,283.13184254922714
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,135.005874109167,141.75616781462534,0.24590163531308795,4.066666395555574,0.24193548387096775,4.2189334340697995,0.2899999971,4.066666395555574,1.0,0,0.24590163531308795,189.90825925340258
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,392.9639432866157,412.61214045094647,0.5070422463796866,1.9722221674382732,0.5,3.5723994519474203,0.6899999931,1.9722221674382732,1.0,0,0.5070422463796866,470.46516328199766
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,617.2885000560723,648.1529250588759,0.4074074023776864,2.4545453801652917,0.4024390243902439,3.8104228163311697,0.4099999959,2.4545453801652917,1.5,0,0.4074074023776864,1153.2071454903776
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,310.7883994951958,326.3278194699556,0.7356321754525037,1.359374978759766,0.7272727272727273,4.781359918674398,0.6899999931,1.359374978759766,1.5,1,0.7356321754525037,529.5542953371782
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,770.0708908209459,808.5744353619932,0.7647058733564015,1.307692287573965,0.7558139534883721,4.667096279720301,0.7299999927,1.307692287573965,1.5,0,0.7647058733564015,1306.1587009531836
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,373.50470759834695,392.1799429782643,0.7142857064364209,1.399999978461539,0.7065217391304348,2.6489695386480667,0.399999996,1.399999978461539,1.0,1,0.7142857064364209,425.7953658576439
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,814.4195559447121,855.1405337419477,0.6867469796777472,1.4561403253308716,0.6785714285714286,4.734997390754155,0.799999992,1.4561403253308716,1.5,1,0.6867469796777472,1399.5157074894419
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,473.34669329802574,497.01402796292706,0.15624999755859378,6.399999360000065,0.15384615384615385,3.0538496144785556,0.7499999925,6.399999360000065,1.5,0,0.15624999755859378,1164.4328200718653
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,266.76777889406367,280.10616783876685,0.31884057508926705,3.1363634938016594,0.3142857142857143,3.6049699363391046,0.24999999750000004,3.1363634938016594,1.5,1,0.31884057508926705,525.6537767979796
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,369.36165888010754,387.82974182411294,0.3243243155588023,3.0833330763889104,0.3157894736842105,2.6011384244997826,0.1499999985,3.0833330763889104,1.0,1,0.3243243155588023,483.2481608775989
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,111.72394123957052,117.31013830154905,0.3010752655798359,3.3214284528061264,0.2978723404255319,2.940103639459655,0.6299999937,3.3214284528061264,1.0,1,0.3010752655798359,148.83224896884548
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,429.94835612457183,451.44577393080044,0.7424242311753905,1.3469387480216584,0.7313432835820896,3.467325424655213,0.4199999958,1.3469387480216584,1.0,0,0.7424242311753905,487.8597661758119
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,414.77830030238334,435.5172153175025,0.7659574305115441,1.3055555192901245,0.75,4.026973750246695,0.9999999900000002,1.3055555192901245,1.0,0,0.7659574305115441,468.92991022653865
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,227.1825700126456,238.5416985132779,0.4225352053164056,2.36666658777778,0.4166666666666667,4.286463504267587,0.4499999955000001,2.36666658777778,1.5,1,0.4225352053164056,421.4236646851307
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,247.4420018201041,259.81410191110933,0.3275862012485138,3.052631418282557,0.3220338983050847,3.213532449435996,0.4699999953000001,3.052631418282557,1.0,1,0.3275862012485138,322.976924715982
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,213.8232968736634,224.51446171734656,0.1799999982,5.555555246913597,0.1782178217821782,4.1926135819813695,0.4999999950000001,5.555555246913597,1.5,0,0.1799999982,498.92101613932175
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,652.5878909594384,685.2172855074103,0.2978723372566773,3.357142737244902,0.29473684210526313,3.7721843190014686,0.5899999941,3.357142737244902,1.0,1,0.2978723372566773,871.670960814283
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,289.6463054085282,304.1286206789546,0.12244897709287803,8.166665305555782,0.12,4.1977724813153,0.22999999770000004,8.166665305555782,1.5,1,0.12244897709287803,789.2861231021285
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,123.762469326047,129.95059279234934,0.1666666626984128,5.999999142857265,0.16279069767441862,3.8675770455771863,0.8999999910000002,5.999999142857265,1.0,1,0.1666666626984128,198.01994031346507
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,292.5906288976858,307.2201603425701,0.7974683443358438,1.2539682340639964,0.7875,4.179866067397425,0.5599999944,1.2539682340639964,1.5,1,0.7974683443358438,493.9208464799044
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,440.93951077757487,462.98648631645364,0.08474576127549557,11.799997640000472,0.08333333333333333,3.083493060797775,0.1699999983,11.799997640000472,1.5,1,0.08474576127549557,1441.8720441501143
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,298.3226183929867,313.23874931263606,0.12962962722908097,7.714284612245056,0.12727272727272726,3.075490879561813,0.9099999909000002,7.714284612245056,1.0,1,0.12962962722908097,528.4571768483538
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,629.2044295696749,660.6646510481586,0.09999999833333337,9.999998333333611,0.09836065573770492,3.7452644394310144,0.6499999935,9.999998333333611,1.0,0,0.09999999833333337,1258.4087542719624
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,441.99619244539696,464.0960020676668,0.49999998076923147,1.9999998461538582,0.48148148148148145,3.5934649500157074,0.0399999996,1.9999998461538582,1.5,1,0.49999998076923147,795.5931362018032
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,691.5012905566776,726.0763550845115,0.11111110987654323,8.99999910000009,0.10989010989010989,4.704090379949573,0.5899999941,8.99999910000009,1.5,0,0.11111110987654323,1970.7785847338664
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,106.94859059241988,112.29602012204087,0.35294116608996573,2.833333097222242,0.34285714285714286,4.456191089009533,0.3799999962,2.833333097222242,1.0,0,0.35294116608996573,137.25068873509733
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,561.4385219871201,589.5104480864761,0.4249999946875001,2.3529411072664383,0.41975308641975306,3.2266581537957584,0.8399999916,2.3529411072664383,1.0,1,0.4249999946875001,693.5416997457609
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,328.45835687553256,344.8812747193092,0.3333333174603182,2.9999995714286327,0.3181818181818182,4.379444699947839,0.5799999942,2.9999995714286327,1.5,0,0.3333333174603182,640.4937747921115
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,133.38738314122594,140.05675229828725,0.7319587553406314,1.3661971638563781,0.7244897959183674,3.705204984333916,0.5199999948,1.3661971638563781,1.0,1,0.7319587553406314,151.61072959540263
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,114.6992021313152,120.43416223788097,0.10937499829101566,9.14285583673488,0.1076923076923077,7.168699685163469,0.9199999908000002,9.14285583673488,1.5,1,0.10937499829101566,329.35054364824214
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,237.14338896943255,249.0005584179042,0.7234042399275694,1.3823529005190325,0.7083333333333334,5.155290952481339,0.1599999984,1.3823529005190325,1.5,1,0.7234042399275694,404.88746119127006
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,157.10657171647188,164.96190030229548,0.6363636219008268,1.5714285153061245,0.6222222222222222,3.7406325708533172,0.299999997,1.5714285153061245,1.5,1,0.6363636219008268,272.6921195852955
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,431.251597706785,452.8141775921243,0.4285714081632663,2.333333074074103,0.4090909090909091,3.395681844969316,0.1299999987,2.333333074074103,1.0,1,0.4285714081632663,531.8769593244391
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,585.8075881778408,615.0979675867328,0.6491227956294247,1.540540498904311,0.6379310344827587,3.6843244307768326,0.5899999941,1.540540498904311,1.0,1,0.6491227956294247,676.0536195931829
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,647.204374917644,679.5645936635262,0.08064515998959419,12.399997520000495,0.07936507936507936,4.0450273179538545,0.5099999949,12.399997520000495,1.0,0,0.08064515998959419,1449.73763930887
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,559.578839787104,587.5577817764593,0.23999999040000036,4.166665972222338,0.23076923076923078,3.8591643857099287,0.599999994,4.166665972222338,1.5,1,0.23999999040000036,1189.1049762581433
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,173.1505322724627,181.80805888608583,0.3586956482750473,2.7878787033976153,0.3548387096774194,3.7641419240939302,0.699999993,2.7878787033976153,1.5,1,0.3586956482750473,332.13420061934806
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,198.17046750812372,208.0789908835299,0.18421052146814418,5.428570653061335,0.1794871794871795,2.5406469867625225,0.4599999954000001,5.428570653061335,1.0,1,0.18421052146814418,305.74870592992824
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,192.7088692483722,202.3443127107908,0.31313130996837063,3.1935482840790876,0.31,3.854177307883898,0.0,3.1935482840790876,1.0,0,0.31313130996837063,254.25137711986824
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,165.0758241756551,173.32961538443786,0.19999999428571447,4.999999285714388,0.19444444444444445,2.5396280251696473,0.6499999935,4.999999285714388,1.0,1,0.19999999428571447,247.61372447235402
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,379.4680328899806,398.44143453447964,0.4333333188888894,2.3076921301775286,0.41935483870967744,3.0602260470141496,0.5299999947,2.3076921301775286,1.5,1,0.4333333188888894,700.5563583080942
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,461.10955384851616,484.165031540942,0.21428570663265334,4.6666658888890185,0.20689655172413793,3.1156050725196693,0.5299999947,4.6666658888890185,1.5,1,0.21428570663265334,1014.4409646706299
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,234.5672445982206,246.29560682813164,0.7966101559896585,1.2553191222272528,0.7833333333333333,3.1275632196087653,0.7299999927,1.2553191222272528,1.0,1,0.7966101559896585,264.0129193574509
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,540.0620306756346,567.0651322094163,0.5416666440972231,1.8461537041420228,0.52,3.8302271407475703,0.4999999950000001,1.8461537041420228,1.5,1,0.5416666440972231,959.6486737731947
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,318.8415033130425,334.7835784786946,0.28571427210884415,3.4999994166667636,0.2727272727272727,3.985518741594047,0.1499999985,3.4999994166667636,1.5,1,0.28571427210884415,645.6540163102842
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,196.31514152174805,206.13089859783545,0.6428571352040817,1.5555555267489718,0.6352941176470588,4.565468301308831,0.5899999941,1.5555555267489718,1.5,0,0.6428571352040817,340.2795777894213
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,622.4914304114809,653.6160019320549,0.4999999950000001,1.999999960000001,0.49504950495049505,3.5982163399610667,0.8299999917,1.999999960000001,1.5,0,0.4999999950000001,1120.484571005717
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,349.6745279402746,367.1582543372883,0.36666665444444485,2.7272724793388656,0.3548387096774194,4.212946069003958,0.9899999901000002,2.7272724793388656,1.0,1,0.36666665444444485,445.04029961800654
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,206.1473318707726,216.45469846431124,0.7777777604938276,1.285714248979593,0.7608695652173914,5.02798358153144,0.0,1.285714248979593,1.5,0,0.7777777604938276,348.9779821024655
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,635.9330544824535,667.7297072065762,0.6603773460306162,1.5142856710204096,0.6481481481481481,3.830921991876696,0.3499999965,1.5142856710204096,1.5,0,0.6603773460306162,1098.3472285433334
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,251.1121418065252,263.66774889685144,0.6307692210650889,1.5853658149910779,0.6212121212121212,5.231502845312966,0.5099999949,1.5853658149910779,1.5,1,0.6307692210650889,436.38390351217635
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,324.098767437868,340.3037058097614,0.06451612833853626,15.499997416667098,0.06382978723404255,3.0289604150365195,0.8499999915,15.499997416667098,1.0,1,0.06451612833853626,826.4517732410625
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,425.4887347951667,446.76317153492505,0.17857142219387778,5.599998880000224,0.1724137931034483,3.223399481604297,0.6899999931,5.599998880000224,1.5,0,0.17857142219387778,995.6435679385968
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,470.2690237026412,493.7824748877733,0.21052631024930765,4.749999406250074,0.20512820512820512,4.125166838398898,0.7799999922,4.749999406250074,1.0,1,0.21052631024930765,693.646782039176
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,398.051725971793,417.9543122703827,0.23999999040000036,4.166665972222338,0.23076923076923078,4.2345927844383,0.6899999931,4.166665972222338,1.5,1,0.23999999040000036,845.8598762263456
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,564.9317250247195,593.1783112759555,0.302631574965374,3.304347682419666,0.2987012987012987,4.912449740106694,0.6399999936,3.304347682419666,1.5,1,0.302631574965374,1127.4072129836957
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,238.31899146487595,250.23494103811976,0.3181818037190089,3.142856693877615,0.30434782608695654,3.264643673975785,0.7299999927,3.142856693877615,1.5,0,0.3181818037190089,469.82885283784606
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,184.9552256292673,194.20298691073066,0.12499999687500009,7.99999840000032,0.12195121951219512,2.5688225425061773,0.1699999983,7.99999840000032,1.0,0,0.12499999687500009,332.91937653985093
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,624.305615960136,655.5208967581428,0.17977527887892947,5.562499652343772,0.17777777777777778,3.877674609207835,0.2699999973,5.562499652343772,1.0,0,0.17977527887892947,971.5755931335881
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,389.3845083155804,408.8537337313594,0.677419332986473,1.476190405895695,0.65625,3.639107520340868,0.7699999923,1.476190405895695,1.0,0,0.677419332986473,446.8650758535676
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,574.8939389332888,603.6386358799533,0.4891304294659736,2.0444443990123466,0.4838709677419355,4.751189538695035,0.5899999941,2.0444443990123466,1.5,0,0.4891304294659736,1038.6417124216794
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,517.9444619823878,543.8416850815072,0.5517241284185496,1.812499943359377,0.5423728813559322,4.666166282128122,0.9199999908000002,1.812499943359377,1.5,0,0.5517241284185496,917.732839174539
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,527.1792011771714,553.53816123603,0.34482758026159344,2.899999855000007,0.3389830508474576,4.2174335756779024,0.4199999958,2.899999855000007,1.0,1,0.34482758026159344,680.0611618744531
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,201.49683080394215,211.57167234413927,0.19444443904321004,5.14285640816337,0.1891891891891892,3.415200464215961,0.2599999974,5.14285640816337,1.0,0,0.19444443904321004,305.1237575564086
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,627.0167510146084,658.3675885653389,0.6060605968778697,1.6499999587500012,0.5970149253731343,4.0981486726566,0.9299999907000002,1.6499999587500012,1.0,1,0.6060605968778697,730.4745123455748
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,218.6251778894482,229.55643678392062,0.7105263064404433,1.4074073813443078,0.7012987012987013,2.9543942558791074,0.5799999942,1.4074073813443078,1.0,1,0.7105263064404433,249.39464680038037
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,654.676536309137,687.4103631245938,0.41818181057851256,2.391304243856337,0.4107142857142857,4.364510212964179,0.4599999954000001,2.391304243856337,1.5,0,0.41818181057851256,1216.8444214080864
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,293.5602166445157,308.23822747674154,0.38095236281179223,2.6249996718750412,0.36363636363636365,3.4947644422589437,0.5699999943,2.6249996718750412,1.5,1,0.38095236281179223,555.9296458218865
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,421.98526198279467,443.08452508193443,0.7377049059392639,1.3555555254320995,0.7258064516129032,4.137110371036121,0.4199999958,1.3555555254320995,1.0,0,0.7377049059392639,479.1877073359636
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,553.7408048680613,581.4278451114644,0.8611110991512347,1.1612903038501565,0.8493150684931506,4.394768257724548,0.4799999952000001,1.1612903038501565,1.0,1,0.8611110991512347,618.0461876220076
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,330.62430999065225,347.15552549018486,0.276923072662722,3.611110910493838,0.2727272727272727,2.978597360468963,0.6499999935,3.611110910493838,1.0,0,0.276923072662722,450.01641529882636
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,261.4451502998812,274.5174078148753,0.399999980000001,2.4999996875000394,0.38095238095238093,3.1499415319269843,0.2699999973,2.4999996875000394,1.0,0,0.399999980000001,326.80642970469165
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,520.0637873298249,546.0669766963161,0.3181818037190089,3.142856693877615,0.30434782608695654,3.53784886933317,0.1599999984,3.142856693877615,1.0,1,0.3181818037190089,683.5123828551134
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,117.63327810103034,123.51494200608187,0.6805555461033952,1.4693877251145362,0.6712328767123288,6.191224837358184,0.1499999985,1.4693877251145362,1.5,1,0.6805555461033952,202.37725138754132
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,493.0149508584995,517.6656984014245,0.714285697278912,1.399999953333335,0.6976744186046512,3.572572081782083,0.2599999974,1.399999953333335,1.0,0,0.714285697278912,562.0370416779531
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,203.1132957396489,213.26896052663133,0.5399999946,1.8518518175582999,0.5346534653465347,3.3297261050807014,0.9099999909000002,1.8518518175582999,1.5,1,0.5399999946,361.09030249233217
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,421.7762985074602,442.8651134328332,0.36781608772625185,2.7187499150390653,0.36363636363636365,3.699792059716387,0.3799999962,2.7187499150390653,1.0,0,0.36781608772625185,536.446726080725
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,305.0088858607341,320.2593301537708,0.22222221604938291,4.499999437500071,0.21621621621621623,3.961154310384153,0.4699999953000001,4.499999437500071,1.0,0,0.22222221604938291,442.2628673413168
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,317.77188818101894,333.6604825900699,0.5428571351020409,1.8421052146814418,0.5352112676056338,4.1812089999975,0.9899999901000002,1.8421052146814418,1.0,0,0.5428571351020409,376.3088134107613
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,364.9140560714328,383.15975887500446,0.1707317031528853,5.857142020408283,0.16666666666666666,4.396554839456361,0.0399999996,5.857142020408283,1.0,1,0.1707317031528853,578.6494012367941
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,398.3194964103068,418.23547123082216,0.6779660902039646,1.474999963125001,0.6666666666666666,2.5370668399569425,0.6399999936,1.474999963125001,1.0,1,0.6779660902039646,457.0716206620239
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,461.3060120664082,484.37131266972864,0.42424241138659363,2.3571426887755225,0.4117647058823529,3.632330775071476,0.3799999962,2.3571426887755225,1.0,0,0.42424241138659363,570.0424214294609
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,358.2348071386952,376.14654749563,0.37142856612244907,2.6923075887574,0.36619718309859156,5.117640028872217,0.1499999985,2.6923075887574,1.5,1,0.37142856612244907,682.0239541805258
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,224.3071067625652,235.52246210069347,0.1555555520987655,6.428570510204213,0.15217391304347827,3.0311770774511912,0.8699999913000002,6.428570510204213,1.0,1,0.1555555520987655,368.50451193887073
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,558.3815496134125,586.3006270940832,0.7244897885256144,1.3802816707002583,0.7171717171717171,4.017133421555965,0.8299999917,1.3802816707002583,1.0,0,0.7244897885256144,635.4539314322725
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,660.4425622593634,693.4646903723316,0.8399999888000002,1.1904761715797434,0.8289473684210527,4.785815633866288,0.4199999958,1.1904761715797434,1.5,1,0.8399999888000002,1108.6000133490718
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,537.4486716625657,564.3211052456941,0.3399999966,2.9411763840830476,0.33663366336633666,3.4451837706242436,0.3299999967,2.9411763840830476,1.0,1,0.3399999966,695.52180573764
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,480.104370355134,504.1095888728907,0.302631574965374,3.304347682419666,0.2987012987012987,4.103456121809213,0.5299999947,3.304347682419666,1.0,1,0.302631574965374,638.747546705388
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,162.28310451017555,170.39725973568434,0.3749999882812504,2.666666444444463,0.36363636363636365,2.9506018465377037,0.6899999931,2.666666444444463,1.0,0,0.3749999882812504,205.55859543993145
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,638.0445145215127,669.9467402475884,0.6571428383673475,1.5217390642722146,0.6388888888888888,3.890515308725594,0.5799999942,1.5217390642722146,1.0,0,0.6571428383673475,735.1382407707113
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,420.1110979571745,441.11665285503324,0.5333333155555561,1.8749998828125072,0.5161290322580645,2.958528838018631,0.8899999911000002,1.8749998828125072,1.0,0,0.5333333155555561,498.88192390096805
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,124.49060049402551,130.7151305187268,0.7466666567111113,1.3392856903698984,0.7368421052631579,5.6586634016073685,0.6599999934,1.3392856903698984,1.5,1,0.7466666567111113,211.74517271511888
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,235.27811761739352,247.0420234982632,0.23999999040000036,4.166665972222338,0.23076923076923078,4.277783878901993,0.22999999770000004,4.166665972222338,1.5,0,0.23999999040000036,499.9659754288281
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,127.33149010162909,133.69806460671055,0.18181817975206616,5.499999656250021,0.1797752808988764,3.979108941328755,0.2599999974,5.499999656250021,1.0,0,0.18181817975206616,197.3638052805054
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,391.0269903920518,410.5783399116544,0.6046511487290431,1.6538460902366887,0.5909090909090909,3.6544578199775137,0.6899999931,1.6538460902366887,1.0,1,0.6046511487290431,455.6968363157432
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,319.5430197104816,335.52017069600566,0.5128204996712693,1.9499999025000048,0.5,2.6408513807407457,0.9699999903000002,1.9499999025000048,1.0,0,0.5128204996712693,381.85390543848115
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,380.2853707615285,399.29963929960496,0.8181818075560805,1.2222222028218699,0.8076923076923077,3.365357233594436,0.7199999928,1.2222222028218699,1.0,0,0.8181818075560805,426.7646931168372
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,179.62342246641472,188.60459358973546,0.3414634063057706,2.92857121938777,0.3333333333333333,3.665784057155728,0.5899999941,2.92857121938777,1.5,0,0.3414634063057706,348.341131504083
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,452.112640122952,474.7182721290996,0.39215685505574793,2.549999872500006,0.38461538461538464,3.4777895126550957,0.9699999903000002,2.549999872500006,1.0,0,0.39215685505574793,567.4013575898689
